L_http,L_https,L_numHyphens,L_numParams,L_numSubDomains,L_paramLen,L_pathLen,M_app,M_hasFBUrl,M_hasFBappURL,M_hasFBeventURL,M_hasLink,M_hasMessage,M_hasPicture,M_hasStory,M_length_of_link,M_postType,T_!,T_!!,T_:(,T_:),T_?,T_??,T_avgSentLen,T_avgWordLen,T_engDictWords,T_hashtagsPerWord,T_numChars,T_numHashtags,T_numSentences,T_numUrls,T_numWords,T_textRepFactor,T_upperCaseChars,T_urlsPerWord,U_category,U_gender,U_hasUsername,U_isPage,U_lenName,U_lenUsername,U_locale,U_pageLikes,U_wordsInName,Z_CLASS
0,1,0,2,3,32.5,2,thirdparty,0,1,0,1,0,1,0,102,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,10,10,1,0,2,Spam
0,0,0,0,0,0,0,mobile,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,52,3.6086956522,20,0,83,0,2,0,23,1.2105263158,4,0,0,2,1,0,12,12,1,0,2,Spam
0,1,0,0,3,0,3,web,1,0,1,1,0,0,1,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,97,0,1,1,15,14,0,1235,2,Spam
0,1,0,4,3,16.25,1,mobile,1,0,0,1,0,1,1,103,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,10,15,1,0,2,Spam
1,0,0,0,3,0,1,contentsharing,0,0,0,1,0,1,1,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,15,15,7,0,2,Spam
0,1,0,1,3,13,1,mobile,0,0,0,1,1,1,0,43,3,0,0,0,0,0,0,12,5.5,2,0,11,0,1,1,2,1,1,0.5,0,0,0,0,13,0,0,0,2,Spam
0,1,0,2,3,32.5,2,thirdparty,0,1,0,1,0,1,0,102,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,1,0,16,18,1,0,2,Spam
1,0,2,6,3,17.1666666667,2,thirdparty,0,1,0,1,0,1,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,17,15,1,0,4,Spam
0,0,0,0,0,0,0,mobile,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,60,4.5454545455,8,0,50,0,1,0,11,1,2,0,0,1,1,0,13,13,3,0,2,Spam
0,1,0,2,3,31.5,2,thirdparty,0,1,0,1,0,1,0,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,11,15,1,0,2,Spam
0,0,0,0,0,0,0,mobile,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,52.2222222222,3.9128205128,176,0,763,0,18,0,195,1.5983606557,42,0,19,0,1,1,21,17,0,5558,5,Spam
0,1,0,2,3,32.5,2,thirdparty,0,1,0,1,0,1,0,102,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,1,0,13,15,3,0,2,Spam
0,0,0,0,0,0,0,mobile,0,0,0,0,1,0,0,0,2,1,1,0,0,0,0,51.5,4.8333333333,14,0,87,0,2,0,18,1,4,0,0,2,1,0,12,14,1,0,2,Spam
0,1,0,0,3,0,2,thirdparty,1,0,0,1,0,1,0,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,16,16,1,0,2,Spam
1,0,9,0,3,0,2,thirdparty,0,0,0,1,1,1,0,110,1,0,0,0,0,0,0,310.5714285714,4.8005319149,244,0,1789,0,7,1,376,1.8706467662,110,0.0026595745,92,0,1,1,7,14,0,319,2,Spam
1,0,0,0,4,0,3,web,0,0,0,1,1,1,0,100,1,1,0,0,0,0,0,90.5714285714,4.4871794872,90,0,525,0,7,1,117,1.3146067416,37,0.0085470085,0,2,1,0,13,20,3,0,2,Spam
1,0,0,3,3,23.6666666667,1,contentsharing,1,0,0,1,0,1,1,107,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,2,0,1,1,22,17,0,1365284,4,Spam
0,1,9,0,3,0,4,contentsharing,1,0,0,1,0,1,0,104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,3,0,1,1,17,15,0,272,3,Spam
0,1,0,2,3,32.5,2,thirdparty,0,1,0,1,0,1,0,102,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,1,0,17,17,3,0,2,Spam
1,0,0,0,3,0,3,contentsharing,1,0,0,1,1,1,0,57,1,0,0,0,0,0,0,3,3,0,0,3,0,1,1,1,1,1,1,0,2,1,0,19,19,3,0,2,Spam
0,1,0,2,3,32.5,2,thirdparty,0,1,0,1,0,1,0,102,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,1,0,11,16,1,0,2,Spam
1,0,0,1,3,11,1,thirdparty,0,0,0,1,0,1,0,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,3,0,0,1,0,0,0,403,0,Spam
1,0,0,0,2,0,1,mobile,0,0,0,1,0,1,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,13,14,3,0,3,Spam
1,0,0,1,3,11,1,thirdparty,0,0,0,1,0,1,0,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,3,0,0,1,0,0,0,554,0,Spam
1,0,0,1,3,11,1,thirdparty,0,0,0,1,0,1,0,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,3,0,0,1,0,0,0,611,0,Spam
1,1,22,5,2.3863636364,13.2,1.2272727273,web,1,0,0,1,1,1,0,33,1,1,1,0,1,1,0,305.0348837209,1.4552658251,991,0.0080162167,14391,87,86,42,10853,15.2429775281,1722,0.0038698977,0,1,1,0,12,18,3,0,2,Spam
1,0,0,3,3,23.6666666667,1,contentsharing,1,0,0,1,1,1,1,107,4,1,1,0,1,1,0,148.8096446701,4.5109679828,9013,0,47896,0,394,1,10713,3.6763898421,9710,9.33445346774946E-005,0,0,0,0,35,0,0,0,5,Spam
0,1,0,0,3,0,2,thirdparty,1,0,0,1,0,1,0,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,1,0,15,15,1,0,2,Spam
1,0,0,1,3,17,1,contentsharing,1,0,0,1,1,1,0,51,3,0,0,0,0,0,0,147,5.1666666667,23,0,124,0,1,1,24,1.0909090909,0,0.0416666667,0,1,1,0,13,17,3,0,2,Spam
0,1,0,6,3,17,2,thirdparty,0,1,0,1,0,1,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,21,21,0,0,3,Spam
1,0,0,1,2,6,1,mobile,0,0,0,1,0,1,1,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,12,12,13,0,2,Spam
0,1,0,1,3,6,5,mobile,1,0,0,1,1,1,1,106,4,0,0,0,0,0,0,55,3.3076923077,13,0,43,0,1,1,13,1,2,0.0769230769,0,1,1,0,19,12,3,0,3,Spam
1,0,0,0,2,0,1,contentsharing,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,29.5,5.7777777778,5,0,52,0,2,1,9,1,10,0.1111111111,6,0,1,1,0,10,0,1812,0,Spam
0,1,1,6,3,17,2,thirdparty,0,1,0,1,0,1,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,13,20,1,0,2,Spam
0,1,0,2,3,32.5,2,thirdparty,0,1,0,1,0,1,0,102,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,11,11,1,0,2,Spam
0,1,0,3,3,24,1,contentsharing,1,0,0,1,0,1,1,109,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,20,1,0,0,Spam
0,1,0,0,3,0,3,contentsharing,1,0,0,1,0,1,1,65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,10,10,1,0,2,Spam
0,1,0,2,3,32.5,2,thirdparty,0,1,0,1,0,1,0,102,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,14,0,1,0,2,Spam
0,1,0,6,3,17,2,thirdparty,0,1,0,1,0,1,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,13,16,1,0,2,Spam
0,0,0,0,0,0,0,mobile,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,45.5,5.2,12,0.1333333333,78,2,2,0,15,1.0714285714,1,0,0,2,1,0,17,17,1,0,3,Spam
0,1,0,2,3,31,2,thirdparty,0,1,0,1,0,1,0,99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,20,0,4,0,3,Spam
0,1,0,0,3,0,3,web,1,0,1,1,0,0,1,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,79,0,1,1,34,16,0,5932,5,Spam
0,1,0,6,3,17,2,thirdparty,0,1,0,1,0,1,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,16,0,1,0,2,Spam
0,0,0,0,0,0,0,mobile,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,98,4.5,18,0,81,0,1,0,18,1.125,1,0,0,1,1,0,21,14,3,0,3,Spam
0,1,1,6,3,17,2,thirdparty,0,1,0,1,0,1,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,11,17,1,0,2,Spam
0,1,0,0,3,0,2,thirdparty,1,0,0,1,0,1,0,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,13,12,1,0,2,Spam
0,1,1,6,3,17,2,thirdparty,0,1,0,1,0,1,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,15,9,3,0,2,Spam
0,1,0,0,3,0,2,thirdparty,1,0,0,1,0,1,0,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,13,7,1,0,2,Spam
0,1,0,2,3,14,2,thirdparty,0,1,0,1,0,1,0,72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,10,8,1,0,2,Spam
1,0,0,1,3,11,1,thirdparty,0,0,0,1,0,1,0,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,3,0,0,1,0,0,0,443,0,Spam
0,1,0,2,3,31.5,2,thirdparty,0,1,0,1,0,1,0,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,11,13,1,0,2,Spam
1,0,0,6,3,17.1666666667,2,thirdparty,0,1,0,1,0,1,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,12,16,1,0,2,Spam
0,0,0,0,0,0,0,mobile,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,84.5,5.3333333333,25,0,144,0,2,0,27,1.08,8,0,0,1,1,0,19,10,3,0,2,Spam
0,0,0,0,0,0,0,web,0,0,0,0,1,0,0,0,2,1,0,0,0,1,0,65.6363636364,4.5779467681,227,0,1196,0,22,0,263,1.3915343915,44,0,80,0,1,1,18,8,0,84676,3,Spam
0,1,0,2,3,29,2,thirdparty,0,1,0,1,0,1,0,95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,14,12,1,0,2,Spam
0,1,0,1,3,6,5,mobile,1,0,0,1,0,1,1,103,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,15,13,1,0,2,Spam
0,1,0,0,3,0,3,web,1,0,1,1,0,0,1,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,56,0,1,1,11,10,0,1889,2,Spam
0,1,0,2,3,31.5,2,thirdparty,0,1,0,1,0,1,0,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,16,19,1,0,2,Spam
1,0,0,0,2,0,2,mobile,0,0,0,1,0,1,1,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,22,16,1,0,3,Spam
1,0,5,1,3,36,4,contentsharing,0,0,0,1,1,1,0,125,1,0,0,0,0,1,0,59,4.7142857143,16,0,99,0,2,1,21,1.1052631579,2,0.0476190476,0,1,1,0,17,17,3,0,2,Spam
0,1,0,0,3,0,2,thirdparty,1,0,0,1,0,1,0,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,13,13,1,0,2,Spam
0,1,0,0,3,0,2,thirdparty,1,0,0,1,0,1,0,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,8,10,1,0,2,Spam
0,0,0,0,0,0,0,mobile,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,68.4,4.2619647355,332,0,1680,0,30,0,397,1.5152671756,74,0,51,0,0,1,20,0,0,112,3,Spam
0,1,0,1,3,6,5,contentsharing,1,0,0,1,0,1,1,112,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,1,0,11,12,1,0,2,Spam
0,1,0,0,3,0,2,thirdparty,1,0,0,1,0,1,0,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,14,13,1,0,3,Spam
0,1,0,3,3,23,1,contentsharing,1,0,0,1,0,1,1,106,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,17,14,1,0,3,Spam
1,0,0,1,3,11,1,thirdparty,0,0,0,1,0,1,0,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,3,0,0,1,0,0,0,515,0,Spam
1,0,5,0,3,0,3,contentsharing,0,0,0,1,0,1,1,73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,55,0,1,1,17,15,0,7039,1,Spam
0,1,0,2,3,23,2,thirdparty,0,1,0,1,0,1,0,83,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,13,18,1,0,2,Spam
1,0,0,1,3,11,1,thirdparty,0,0,0,1,0,1,0,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,3,0,0,1,0,0,0,699,0,Spam
1,0,0,0,2,0,1,web,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,75,5.3333333333,1,0,64,0,1,1,12,1.7142857143,19,0.0833333333,12,0,1,1,12,13,0,1396458,2,Spam
0,0,0,0,0,0,0,web,0,0,0,0,1,0,0,0,2,1,1,0,1,1,0,85.2,4.5256410256,60,0,352,0,5,0,78,1.1470588235,17,0,0,1,1,0,19,8,3,0,3,Spam
0,1,0,0,3,0,3,web,1,0,1,1,0,0,1,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,48,18,0,34,7,Spam
0,1,0,0,3,0,2,thirdparty,0,1,0,1,0,1,0,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,11,11,1,0,2,Spam
1,0,0,0,4,0,1,web,0,0,0,1,1,1,0,44,1,0,0,0,0,0,0,94,8.5,7,0,85,0,1,1,10,1,77,0.1,86,0,1,1,20,18,0,4346,3,Spam
0,1,0,0,3,0,3,web,1,0,1,1,0,0,1,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,15,14,0,109,2,Spam
0,1,0,0,3,0,3,web,1,0,1,1,0,0,1,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,3,0,1,1,39,13,0,1224,5,Spam
0,0,0,0,0,0,0,web,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,90,5.5,11,0,73,0,1,0,14,1,39,0,0,1,1,0,14,20,1,0,2,Spam
0,1,0,3,3,12.3333333333,2,thirdparty,0,1,0,1,0,1,0,76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,19,10,1,0,3,Spam
0,1,1,6,3,16.8333333333,2,thirdparty,0,1,0,1,0,1,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,0,0,0,0,32,0,0,Spam
0,1,2,2,3,14,2,thirdparty,0,1,0,1,0,1,0,72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,14,13,1,0,2,Spam
0,0,0,0,0,0,0,mobile,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,24,5.25,3,0,21,0,1,0,4,1,3,0,3,0,1,1,43,35,0,15400,8,Spam
0,1,1,6,3,16.8333333333,2,thirdparty,0,1,0,1,0,1,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,13,15,3,0,2,Spam
0,0,0,0,0,0,0,mobile,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,163,5.3076923077,24,0,138,0,1,0,26,1,3,0,0,1,1,0,11,5,1,0,2,Spam
0,1,1,6,3,16.8333333333,2,thirdparty,0,1,0,1,0,1,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,15,15,1,0,2,Spam
1,0,0,0,3,0,1,thirdparty,0,1,0,1,0,1,0,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,9,24,11,0,2,Spam
0,1,0,2,3,14,2,thirdparty,0,1,0,1,0,1,0,72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,9,10,1,0,2,Spam
0,1,0,6,3,16.8333333333,2,thirdparty,0,1,0,1,0,1,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,10,12,1,0,2,Spam
0,1,0,0,3,0,3,web,1,0,1,1,0,0,1,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,9,0,1,1,7,10,0,1582,1,Spam
0,1,0,0,3,0,3,contentsharing,1,0,0,1,0,1,1,63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,13,13,1,0,2,Spam
0,1,0,0,3,0,2,thirdparty,1,0,0,1,0,1,0,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,12,12,1,0,2,Spam
1,0,4,0,2,0,1,web,0,0,0,1,1,1,0,34,1,0,0,0,0,0,0,93,7.5454545455,4,0.2727272727,83,3,1,2,11,1,8,0.1818181818,0,2,1,0,21,10,1,0,3,Spam
0,1,0,6,3,17,2,thirdparty,0,1,0,1,0,1,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,1,0,0,18,32,0,0,Spam
1,0,0,0,3,0,3,contentsharing,1,0,0,1,1,1,0,57,1,1,1,0,0,0,0,56,6.125,2,0,98,0,2,1,16,1,13,0.0625,0,2,1,0,9,9,11,0,2,Spam
0,1,0,2,3,32.5,2,thirdparty,0,1,0,1,0,1,0,102,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,24,24,3,0,3,Spam
0,1,0,2,3,28.5,2,thirdparty,0,1,0,1,0,1,0,94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,15,15,3,0,2,Spam
0,1,0,2,3,25,2,thirdparty,0,1,0,1,0,1,0,87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,1,0,16,15,1,0,2,Spam
0,1,0,2,3,29,2,thirdparty,0,1,0,1,0,1,0,95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,25,19,1,0,4,Spam
0,1,0,2,3,32.5,2,thirdparty,0,1,0,1,0,1,0,104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,1,0,15,8,1,0,2,Spam
1,0,0,1,2,16,2,thirdparty,0,0,0,1,0,1,0,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,1,0,21,16,1,0,3,Spam
1,0,0,1,3,11,2,mobile,0,0,0,1,1,1,0,41,1,0,0,0,0,1,0,26,4.4,4,0,22,0,1,1,5,1,2,0.2,0,2,1,0,13,12,1,0,2,Spam
1,0,0,6,3,17,2,thirdparty,0,1,0,1,0,1,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,12,14,1,0,2,Spam
1,0,0,7,3,14.5714285714,2,thirdparty,0,1,0,1,0,1,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,18,8,1,0,2,Spam
1,0,0,3,3,23,1,contentsharing,1,0,0,1,1,1,1,105,4,0,0,0,0,0,0,46,5.7142857143,1,0,40,0,1,1,7,1,6,0.1428571429,0,2,1,0,12,14,1,0,2,Spam
0,1,0,2,3,25.5,2,thirdparty,0,1,0,1,0,1,0,88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,1,0,12,12,1,0,2,Spam
0,1,0,2,3,32.5,2,thirdparty,0,1,0,1,0,1,0,102,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,13,13,3,0,2,Spam
0,1,0,0,3,0,3,web,1,0,1,1,0,0,1,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,25,0,1,1,14,17,0,4919,2,Spam
0,1,0,2,3,30.5,2,thirdparty,0,1,0,1,0,1,0,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,13,16,1,0,2,Spam
0,1,1,6,3,17,2,thirdparty,0,1,0,1,0,1,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,1,0,19,21,0,0,2,Spam
0,1,0,1,3,6,5,mobile,1,0,0,1,0,1,1,105,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,9,14,1,0,2,Spam
0,1,7,0,3,0,4,contentsharing,1,0,0,1,0,0,0,105,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,19,19,1,0,2,Spam
0,1,0,0,3,0,3,contentsharing,1,0,0,1,1,1,0,62,1,0,0,0,0,0,0,5,5,1,0,5,0,1,1,1,1,1,1,0,1,1,0,15,15,1,0,2,Spam
0,0,0,0,0,0,0,mobile,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,56.3333333333,3.9142857143,32,0,137,0,3,0,35,1.09375,7,0,0,1,1,0,8,9,1,0,2,Spam
0,1,0,2,3,30.5,2,thirdparty,0,1,0,1,0,1,0,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,1,0,21,10,1,0,2,Spam
1,0,0,0,2,0,1,contentsharing,0,0,0,1,1,1,0,18,1,0,0,0,0,0,0,61,6.75,3,0,52,0,1,2,8,1,12,0.25,31,0,0,1,28,0,0,222365,4,Spam
1,0,0,0,2,0,1,other,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,102.1428571429,5.2782608696,94,0.0173913043,607,2,7,1,115,1.2365591398,38,0.0086956522,42,0,1,1,14,13,0,4004,2,Spam
0,1,0,2,3,32.5,2,thirdparty,0,1,0,1,0,1,0,102,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,8,8,1,0,2,Spam
0,1,1,6,3,17,2,thirdparty,0,1,0,1,0,1,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,8,0,3,0,2,Spam
0,0,0,0,0,0,0,web,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,80.3333333333,4.2340425532,40,0,199,0,3,0,47,1.0930232558,8,0,0,1,1,0,11,10,3,0,2,Spam
1,0,0,1,3,11,1,thirdparty,0,0,0,1,0,1,0,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,3,0,0,1,0,0,0,488,0,Spam
1,1,0,0,3,0,0.5714285714,web,1,0,0,1,1,1,0,42,1,0,0,0,0,1,0,61.3214285714,3.067114094,345,0,2701,0,56,4,894,2.9025974026,233,0.0044742729,53,0,1,1,17,17,0,8978,2,Spam
0,1,0,6,3,17,2,thirdparty,0,1,0,1,0,1,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,16,10,1,0,2,Spam
0,0,0,0,0,0,0,mobile,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,36.6538461538,4.2634408602,154,0,782,0,26,0,186,1.453125,36,0,0,2,1,0,23,21,1,0,4,Spam
1,0,0,3,3,24.6666666667,1,contentsharing,1,0,0,1,0,1,1,110,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,5,0,1,1,24,12,0,721625,3,Spam
0,1,0,3,3,12,2,other,0,1,0,1,0,1,0,74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,24,25,1,0,3,Spam
1,0,6,0,3,0,5,web,0,0,0,1,1,1,0,73,1,0,0,1,0,0,0,65,3.4,11,0,51,0,1,1,15,1.0714285714,7,0.0666666667,0,1,1,0,16,14,1,0,3,Spam
0,1,0,2,3,29.5,2,thirdparty,0,1,0,1,0,1,0,96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,14,14,1,0,2,Spam
0,0,0,0,0,0,0,web,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,88.75,4.6984126984,58,0,296,0,4,0,63,1.26,18,0,0,1,1,0,11,6,3,0,2,Spam
1,0,0,1,3,11,1,thirdparty,0,0,0,1,0,1,0,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,3,0,0,1,0,0,0,185,0,Spam
0,0,0,0,0,0,0,web,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,95.5555555556,5.2877697842,112,0,727,0,9,0,139,1.3113207547,67,0,0,2,1,0,13,13,1,0,2,Spam
0,1,0,0,3,0,2,thirdparty,1,0,0,1,0,1,0,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,22,19,1,0,2,Spam
0,1,0,2,3,31.5,2,thirdparty,0,1,0,1,0,1,0,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,15,20,1,0,2,Spam
0,1,0,0,3,0,3,web,1,0,1,1,0,0,1,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,76,0,1,1,13,19,0,18505,1,Spam
1,0,0,0,3,0,1,mobile,0,0,0,1,0,1,1,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,15,14,0,0,3,Spam
0,1,0,2,3,29,2,thirdparty,0,1,0,1,0,1,0,95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,11,10,1,0,2,Spam
0,1,1,6,3,17,2,thirdparty,0,1,0,1,0,1,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,15,15,1,0,2,Spam
0,1,0,3,3,22,1,mobile,1,0,0,1,0,1,1,103,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,14,17,1,0,2,Spam
